"year","sequence","rider_name","team_name","position"
2018,10,"Nakagami, Takaaki","LCR Honda IDEMITSU",17
2018,10,"Abraham, Karel","Angel Nieto Team",18
2018,10,"Guintoli, Sylvain","Team SUZUKI ECSTAR",19
2018,10,"Simeon, Xavier","Reale Avintia Racing",20
2018,10,"Viñales, Maverick","Movistar Yamaha MotoGP",-4
2018,10,"Bradl, Stefan","HRC Honda Team",-4
2018,11,"Lorenzo, Jorge","Ducati Team",1
2018,11,"Marquez, Marc","Repsol Honda Team",2
2018,11,"Dovizioso, Andrea","Ducati Team",3
2018,11,"Crutchlow, Cal","LCR Honda CASTROL",4
2018,11,"Petrucci, Danilo","Alma Pramac Racing",5
2018,11,"Rossi, Valentino","Movistar Yamaha MotoGP",6
2018,11,"Pedrosa, Dani","Repsol Honda Team",7
2018,11,"Rins, Alex","Team SUZUKI ECSTAR",8
2018,11,"Zarco, Johann","Monster Yamaha Tech 3",9
2018,11,"Bautista, Alvaro","Angel Nieto Team",10
2018,11,"Rabat, Tito","Reale Avintia Racing",11
2018,11,"Viñales, Maverick","Movistar Yamaha MotoGP",12
2018,11,"Iannone, Andrea","Team SUZUKI ECSTAR",13
2018,11,"Smith, Bradley","Red Bull KTM Factory Racing",14
2018,11,"Nakagami, Takaaki","LCR Honda IDEMITSU",15
2018,11,"Syahrin, Hafizh","Monster Yamaha Tech 3",16
2018,11,"Espargaro, Aleix","Aprilia Racing Team Gresini",17
2018,11,"Miller, Jack","Alma Pramac Racing",18
2018,11,"Morbidelli, Franco","EG 0,0 Marc VDS",19
2018,11,"Redding, Scott","Aprilia Racing Team Gresini",20
2018,11,"Abraham, Karel","Angel Nieto Team",21
2018,11,"Luthi, Thomas","EG 0,0 Marc VDS",22
2018,13,"Dovizioso, Andrea","Ducati Team",1
2018,13,"Marquez, Marc","Repsol Honda Team",2
2018,13,"Crutchlow, Cal","LCR Honda CASTROL",3
2018,13,"Rins, Alex","Team SUZUKI ECSTAR",4
2018,13,"Viñales, Maverick","Movistar Yamaha MotoGP",5
2018,13,"Pedrosa, Dani","Repsol Honda Team",6
2018,13,"Rossi, Valentino","Movistar Yamaha MotoGP",7
2018,13,"Iannone, Andrea","Team SUZUKI ECSTAR",8
2018,13,"Bautista, Alvaro","Angel Nieto Team",9
2018,13,"Zarco, Johann","Monster Yamaha Tech 3",10
2018,13,"Petrucci, Danilo","Alma Pramac Racing",11
2018,13,"Morbidelli, Franco","EG 0,0 Marc VDS",12
2018,13,"Nakagami, Takaaki","LCR Honda IDEMITSU",13
2018,13,"Espargaro, Aleix","Aprilia Racing Team Gresini",14
2018,13,"Pirro, Michele","Ducati Team",15
2018,13,"Smith, Bradley","Red Bull KTM Factory Racing",16
2018,13,"Lorenzo, Jorge","Ducati Team",17
2018,13,"Miller, Jack","Alma Pramac Racing",18
2018,13,"Syahrin, Hafizh","Monster Yamaha Tech 3",19
2018,13,"Abraham, Karel","Angel Nieto Team",20
2018,13,"Redding, Scott","Aprilia Racing Team Gresini",21
2018,13,"Luthi, Thomas","EG 0,0 Marc VDS",22
2018,13,"Ponsson, Christophe","Reale Avintia Racing",23
2018,14,"Marquez, Marc","Repsol Honda Team",1
2018,14,"Dovizioso, Andrea","Ducati Team",2
2018,14,"Iannone, Andrea","Team SUZUKI ECSTAR",3
2018,14,"Rins, Alex","Team SUZUKI ECSTAR",4
2018,14,"Pedrosa, Dani","Repsol Honda Team",5
2018,14,"Espargaro, Aleix","Aprilia Racing Team Gresini",6
2018,14,"Petrucci, Danilo","Alma Pramac Racing",7
2018,14,"Rossi, Valentino","Movistar Yamaha MotoGP",8
2018,14,"Miller, Jack","Alma Pramac Racing",9
2018,14,"Viñales, Maverick","Movistar Yamaha MotoGP",10
2018,14,"Morbidelli, Franco","EG 0,0 Marc VDS",11
2018,14,"Nakagami, Takaaki","LCR Honda IDEMITSU",12
2018,14,"Smith, Bradley","Red Bull KTM Factory Racing",13
2018,14,"Zarco, Johann","Monster Yamaha Tech 3",14
2018,14,"Abraham, Karel","Angel Nieto Team",15
2018,14,"Redding, Scott","Aprilia Racing Team Gresini",16
2018,14,"Luthi, Thomas","EG 0,0 Marc VDS",17
2018,14,"Syahrin, Hafizh","Monster Yamaha Tech 3",18
2018,14,"Simeon, Xavier","Reale Avintia Racing",19
2018,14,"Torres, Jordi","Reale Avintia Racing",20
2018,14,"Lorenzo, Jorge","Ducati Team",-4
2018,15,"Marquez, Marc","Repsol Honda Team",1
2018,15,"Dovizioso, Andrea","Ducati Team",2
2018,15,"Viñales, Maverick","Movistar Yamaha MotoGP",3
2018,15,"Rossi, Valentino","Movistar Yamaha MotoGP",4
2018,15,"Zarco, Johann","Monster Yamaha Tech 3",5
2018,15,"Rins, Alex","Team SUZUKI ECSTAR",6
2018,15,"Crutchlow, Cal","LCR Honda CASTROL",7
2018,15,"Bautista, Alvaro","Angel Nieto Team",8
2018,15,"Petrucci, Danilo","Alma Pramac Racing",9
2018,15,"Miller, Jack","Alma Pramac Racing",10
2018,15,"Iannone, Andrea","Team SUZUKI ECSTAR",11
2018,15,"Syahrin, Hafizh","Monster Yamaha Tech 3",12
2018,15,"Espargaro, Aleix","Aprilia Racing Team Gresini",13
2018,15,"Morbidelli, Franco","EG 0,0 Marc VDS",14
2018,15,"Smith, Bradley","Red Bull KTM Factory Racing",15
2018,15,"Redding, Scott","Aprilia Racing Team Gresini",16
2018,15,"Abraham, Karel","Angel Nieto Team",17
2018,15,"Simeon, Xavier","Reale Avintia Racing",18
2018,15,"Torres, Jordi","Reale Avintia Racing",19
2018,15,"Luthi, Thomas","EG 0,0 Marc VDS",20
2018,15,"Espargaro, Pol","Red Bull KTM Factory Racing",21
2018,15,"Nakagami, Takaaki","LCR Honda IDEMITSU",22
2018,16,"Marquez, Marc","Repsol Honda Team",1
2018,16,"Crutchlow, Cal","LCR Honda CASTROL",2
2018,16,"Rins, Alex","Team SUZUKI ECSTAR",3
2018,16,"Rossi, Valentino","Movistar Yamaha MotoGP",4
2018,16,"Bautista, Alvaro","Angel Nieto Team",5
2018,16,"Zarco, Johann","Monster Yamaha Tech 3",6
2018,16,"Viñales, Maverick","Movistar Yamaha MotoGP",7
2018,16,"Pedrosa, Dani","Repsol Honda Team",8
2018,16,"Petrucci, Danilo","Alma Pramac Racing",9
2018,16,"Syahrin, Hafizh","Monster Yamaha Tech 3",10
2018,16,"Morbidelli, Franco","EG 0,0 Marc VDS",11
2018,16,"Smith, Bradley","Red Bull KTM Factory Racing",12
2018,16,"Espargaro, Pol","Red Bull KTM Factory Racing",13
2018,16,"Nakasuga, Katsuyuki","Yamalube Yamaha Factory Racing",14
2018,16,"Nakagami, Takaaki","LCR Honda IDEMITSU",15
2018,16,"Simeon, Xavier","Reale Avintia Racing",16
2018,16,"Torres, Jordi","Reale Avintia Racing",17
2018,16,"Dovizioso, Andrea","Ducati Team",18
2018,16,"Redding, Scott","Aprilia Racing Team Gresini",19
2018,16,"Luthi, Thomas","EG 0,0 Marc VDS",20
2018,16,"Guintoli, Sylvain","Team SUZUKI ECSTAR",21
2018,17,"Viñales, Maverick","Movistar Yamaha MotoGP",1
2018,17,"Iannone, Andrea","Team SUZUKI ECSTAR",2
2018,17,"Dovizioso, Andrea","Ducati Team",3
2018,17,"Bautista, Alvaro","Ducati Team",4
2018,17,"Rins, Alex","Team SUZUKI ECSTAR",5
2018,17,"Rossi, Valentino","Movistar Yamaha MotoGP",6
2018,17,"Miller, Jack","Alma Pramac Racing",7
2018,17,"Morbidelli, Franco","EG 0,0 Marc VDS",8
2018,17,"Espargaro, Aleix","Aprilia Racing Team Gresini",9
2018,17,"Smith, Bradley","Red Bull KTM Factory Racing",10
2018,17,"Abraham, Karel","Angel Nieto Team",11
2018,17,"Petrucci, Danilo","Alma Pramac Racing",12
2018,17,"Redding, Scott","Aprilia Racing Team Gresini",13
2018,17,"Nakagami, Takaaki","LCR Honda IDEMITSU",14
2018,17,"Simeon, Xavier","Reale Avintia Racing",15
2018,17,"Luthi, Thomas","EG 0,0 Marc VDS",16
2018,17,"Torres, Jordi","Reale Avintia Racing",17
2018,17,"Jones, Mike","Angel Nieto Team",18
2018,18,"Marquez, Marc","Repsol Honda Team",1
2018,18,"Rins, Alex","Team SUZUKI ECSTAR",2
2018,18,"Zarco, Johann","Monster Yamaha Tech 3",3
2018,18,"Viñales, Maverick","Movistar Yamaha MotoGP",4
2018,18,"Pedrosa, Dani","Repsol Honda Team",5
2018,18,"Dovizioso, Andrea","Ducati Team",6
2018,18,"Bautista, Alvaro","Angel Nieto Team",7
2018,18,"Miller, Jack","Alma Pramac Racing",8
2018,18,"Petrucci, Danilo","Alma Pramac Racing",9
2018,18,"Syahrin, Hafizh","Monster Yamaha Tech 3",10
2018,18,"Espargaro, Aleix","Aprilia Racing Team Gresini",11
2018,18,"Morbidelli, Franco","EG 0,0 Marc VDS",12
2018,18,"Bradl, Stefan","LCR Honda CASTROL",13
2018,18,"Nakagami, Takaaki","LCR Honda IDEMITSU",14
2018,18,"Smith, Bradley","Red Bull KTM Factory Racing",15
2018,18,"Luthi, Thomas","EG 0,0 Marc VDS",16
2018,18,"Simeon, Xavier","Reale Avintia Racing",17
2018,18,"Rossi, Valentino","Movistar Yamaha MotoGP",18
2018,18,"Redding, Scott","Aprilia Racing Team Gresini",19
2018,18,"Iannone, Andrea","Team SUZUKI ECSTAR",-4
2018,19,"Dovizioso, Andrea","Ducati Team",1
2018,19,"Rins, Alex","Team SUZUKI ECSTAR",2
2018,19,"Espargaro, Pol","Red Bull KTM Factory Racing",3
2018,19,"Pirro, Michele","Ducati Team",4
2018,19,"Pedrosa, Dani","Repsol Honda Team",5
2018,19,"Nakagami, Takaaki","LCR Honda IDEMITSU",6
2018,19,"Zarco, Johann","Monster Yamaha Tech 3",7
2018,19,"Smith, Bradley","Red Bull KTM Factory Racing",8
2018,19,"Bradl, Stefan","LCR Honda CASTROL",9
2018,19,"Syahrin, Hafizh","Monster Yamaha Tech 3",10
2018,19,"Redding, Scott","Aprilia Racing Team Gresini",11
2018,19,"Lorenzo, Jorge","Ducati Team",12
2018,19,"Rossi, Valentino","Movistar Yamaha MotoGP",13
2018,19,"Abraham, Karel","Angel Nieto Team",14
2018,19,"Torres, Jordi","Reale Avintia Racing",15
2019,1,"Dovizioso, Andrea","Mission Winnow Ducati",1
2019,1,"Marquez, Marc","Repsol Honda Team",2
2019,1,"Crutchlow, Cal","LCR Honda CASTROL",3
2019,1,"Rins, Alex","Team SUZUKI ECSTAR",4
2019,1,"Rossi, Valentino","Monster Energy Yamaha MotoGP",5
2019,1,"Petrucci, Danilo","Mission Winnow Ducati",6
2019,1,"Viñales, Maverick","Monster Energy Yamaha MotoGP",7
2019,1,"Mir, Joan","Team SUZUKI ECSTAR",8
2019,1,"Nakagami, Takaaki","LCR Honda IDEMITSU",9
2019,1,"Espargaro, Aleix","Aprilia Racing Team Gresini",10
2019,1,"Morbidelli, Franco","Petronas Yamaha SRT",11
2019,1,"Espargaro, Pol","Red Bull KTM Factory Racing",12
2019,1,"Lorenzo, Jorge","Repsol Honda Team",13
2019,1,"Iannone, Andrea","Aprilia Racing Team Gresini",14
2019,1,"Zarco, Johann","Red Bull KTM Factory Racing",15
2019,1,"Quartararo, Fabio","Petronas Yamaha SRT",16
2019,1,"Oliveira, Miguel","Red Bull KTM Tech 3",17
2019,1,"Abraham, Karel","Reale Avintia Racing",18
2019,1,"Rabat, Tito","Reale Avintia Racing",19
2019,1,"Syahrin, Hafizh","Red Bull KTM Tech 3",20
2019,2,"Marquez, Marc","Repsol Honda Team",1
2019,2,"Rossi, Valentino","Monster Energy Yamaha MotoGP",2
2019,2,"Dovizioso, Andrea","Mission Winnow Ducati",3
2019,2,"Miller, Jack","Pramac Racing",4
2019,2,"Rins, Alex","Team SUZUKI ECSTAR",5
2019,2,"Petrucci, Danilo","Mission Winnow Ducati",6
2019,2,"Nakagami, Takaaki","LCR Honda IDEMITSU",7
2019,2,"Quartararo, Fabio","Petronas Yamaha SRT",8
2019,2,"Espargaro, Aleix","Aprilia Racing Team Gresini",9
2019,2,"Espargaro, Pol","Red Bull KTM Factory Racing",10
2019,2,"Oliveira, Miguel","Red Bull KTM Tech 3",11
2019,2,"Lorenzo, Jorge","Repsol Honda Team",12
2019,2,"Crutchlow, Cal","LCR Honda CASTROL",13
2019,2,"Bagnaia, Francesco","Pramac Racing",14
2019,2,"Zarco, Johann","Red Bull KTM Factory Racing",15
2019,2,"Syahrin, Hafizh","Red Bull KTM Tech 3",16
2019,2,"Iannone, Andrea","Aprilia Racing Team Gresini",17
2019,3,"Rins, Alex","Team SUZUKI ECSTAR",1
2019,3,"Rossi, Valentino","Monster Energy Yamaha MotoGP",2
2019,3,"Miller, Jack","Pramac Racing",3
2019,3,"Dovizioso, Andrea","Mission Winnow Ducati",4
2019,3,"Morbidelli, Franco","Petronas Yamaha SRT",5
2019,3,"Petrucci, Danilo","Mission Winnow Ducati",6
2019,3,"Quartararo, Fabio","Petronas Yamaha SRT",7
2019,3,"Espargaro, Pol","Red Bull KTM Factory Racing",8
2019,3,"Bagnaia, Francesco","Pramac Racing",9
2019,3,"Nakagami, Takaaki","LCR Honda IDEMITSU",10
2019,3,"Viñales, Maverick","Monster Energy Yamaha MotoGP",11
2019,3,"Iannone, Andrea","Aprilia Racing Team Gresini",12
2019,3,"Zarco, Johann","Red Bull KTM Factory Racing",13
2019,3,"Oliveira, Miguel","Red Bull KTM Tech 3",14
2019,3,"Rabat, Tito","Reale Avintia Racing",15
2019,3,"Abraham, Karel","Reale Avintia Racing",16
2019,3,"Mir, Joan","Team SUZUKI ECSTAR",17
2019,3,"Syahrin, Hafizh","Red Bull KTM Tech 3",18
2019,4,"Marquez, Marc","Repsol Honda Team",1
2019,4,"Rins, Alex","Team SUZUKI ECSTAR",2
2019,4,"Viñales, Maverick","Monster Energy Yamaha MotoGP",3
2019,4,"Dovizioso, Andrea","Mission Winnow Ducati",4
2019,4,"Petrucci, Danilo","Mission Winnow Ducati",5
2019,4,"Rossi, Valentino","Monster Energy Yamaha MotoGP",6
2019,4,"Morbidelli, Franco","Petronas Yamaha SRT",7
2019,4,"Crutchlow, Cal","LCR Honda CASTROL",8
2019,4,"Nakagami, Takaaki","LCR Honda IDEMITSU",9
2019,4,"Bradl, Stefan","Team HRC",10
2019,4,"Espargaro, Aleix","Aprilia Racing Team Gresini",11
2019,4,"Lorenzo, Jorge","Repsol Honda Team",12
2019,4,"Espargaro, Pol","Red Bull KTM Factory Racing",13
2019,4,"Zarco, Johann","Red Bull KTM Factory Racing",14
2019,4,"Rabat, Tito","Reale Avintia Racing",15
2019,4,"Abraham, Karel","Reale Avintia Racing",16
2019,4,"Smith, Bradley","Aprilia Factory Racing",17
2019,4,"Oliveira, Miguel","Red Bull KTM Tech 3",18
2019,4,"Syahrin, Hafizh","Red Bull KTM Tech 3",19
2019,5,"Marquez, Marc","Repsol Honda Team",1
2019,5,"Dovizioso, Andrea","Ducati Team",2
2019,5,"Petrucci, Danilo","Ducati Team",3
2019,5,"Miller, Jack","Pramac Racing",4
2019,5,"Rossi, Valentino","Monster Energy Yamaha MotoGP",5
2019,5,"Espargaro, Pol","Red Bull KTM Factory Racing",6
2019,5,"Morbidelli, Franco","Petronas Yamaha SRT",7
2019,5,"Quartararo, Fabio","Petronas Yamaha SRT",8
2019,5,"Crutchlow, Cal","LCR Honda CASTROL",9
2019,5,"Rins, Alex","Team SUZUKI ECSTAR",10
2019,5,"Lorenzo, Jorge","Repsol Honda Team",11
2019,5,"Espargaro, Aleix","Aprilia Racing Team Gresini",12
2019,5,"Zarco, Johann","Red Bull KTM Factory Racing",13
2019,5,"Syahrin, Hafizh","Red Bull KTM Tech 3",14
2019,5,"Oliveira, Miguel","Red Bull KTM Tech 3",15
2019,5,"Mir, Joan","Team SUZUKI ECSTAR",16
2019,5,"Abraham, Karel","Reale Avintia Racing",-3
2019,6,"Petrucci, Danilo","Mission Winnow Ducati",1
2019,6,"Marquez, Marc","Repsol Honda Team",2
2019,6,"Dovizioso, Andrea","Mission Winnow Ducati",3
2019,6,"Rins, Alex","Team SUZUKI ECSTAR",4
2019,6,"Nakagami, Takaaki","LCR Honda IDEMITSU",5
2019,6,"Viñales, Maverick","Monster Energy Yamaha MotoGP",6
2019,6,"Pirro, Michele","Mission Winnow Ducati",7
2019,6,"Crutchlow, Cal","LCR Honda CASTROL",8
2019,6,"Espargaro, Pol","Red Bull KTM Factory Racing",9
2019,6,"Quartararo, Fabio","Petronas Yamaha SRT",10
2019,6,"Espargaro, Aleix","Aprilia Racing Team Gresini",11
2019,6,"Mir, Joan","Team SUZUKI ECSTAR",12
2019,6,"Lorenzo, Jorge","Repsol Honda Team",13
2019,6,"Abraham, Karel","Reale Avintia Racing",14
2019,6,"Iannone, Andrea","Aprilia Racing Team Gresini",15
2019,6,"Oliveira, Miguel","Red Bull KTM Tech 3",16
2019,6,"Zarco, Johann","Red Bull KTM Factory Racing",17
2019,6,"Rabat, Tito","Reale Avintia Racing",-4
2019,7,"Marquez, Marc","Repsol Honda Team",1
2019,7,"Quartararo, Fabio","Petronas Yamaha SRT",2
2019,7,"Petrucci, Danilo","Mission Winnow Ducati",3
2019,7,"Rins, Alex","Team SUZUKI ECSTAR",4
2019,7,"Miller, Jack","Pramac Racing",5
2019,7,"Mir, Joan","Team SUZUKI ECSTAR",6
2019,7,"Espargaro, Pol","Red Bull KTM Factory Racing",7
2019,7,"Nakagami, Takaaki","LCR Honda IDEMITSU",8
2019,7,"Rabat, Tito","Reale Avintia Racing",9
2019,7,"Zarco, Johann","Red Bull KTM Factory Racing",10
2019,7,"Iannone, Andrea","Aprilia Racing Team Gresini",11
2019,7,"Oliveira, Miguel","Red Bull KTM Tech 3",12
2019,7,"Guintoli, Sylvain","Team SUZUKI ECSTAR",13
2019,8,"Viñales, Maverick","Monster Energy Yamaha MotoGP",1
2019,8,"Marquez, Marc","Repsol Honda Team",2
2019,8,"Quartararo, Fabio","Petronas Yamaha SRT",3
2019,8,"Dovizioso, Andrea","Ducati Team",4
2019,8,"Morbidelli, Franco","Petronas Yamaha SRT",5
2019,8,"Petrucci, Danilo","Ducati Team",6
2019,8,"Crutchlow, Cal","LCR Honda CASTROL",7
2019,8,"Mir, Joan","Team SUZUKI ECSTAR",8
2019,8,"Miller, Jack","Pramac Racing",9
2019,8,"Iannone, Andrea","Aprilia Racing Team Gresini",10
2019,8,"Espargaro, Pol","Red Bull KTM Factory Racing",11
2019,8,"Espargaro, Aleix","Aprilia Racing Team Gresini",12
2019,8,"Oliveira, Miguel","Red Bull KTM Tech 3",13
2019,8,"Bagnaia, Francesco","Pramac Racing",14
2019,8,"Syahrin, Hafizh","Red Bull KTM Tech 3",15
2019,8,"Rabat, Tito","Reale Avintia Racing",16
2019,8,"Abraham, Karel","Reale Avintia Racing",17
2019,9,"Marquez, Marc","Repsol Honda Team",1
2019,9,"Viñales, Maverick","Monster Energy Yamaha MotoGP",2
2019,9,"Crutchlow, Cal","LCR Honda CASTROL",3
2019,9,"Petrucci, Danilo","Ducati Team",4
2019,9,"Dovizioso, Andrea","Ducati Team",5
2019,9,"Miller, Jack","Pramac Racing",6
2019,9,"Mir, Joan","Team SUZUKI ECSTAR",7
2019,9,"Rossi, Valentino","Monster Energy Yamaha MotoGP",8
2019,9,"Morbidelli, Franco","Petronas Yamaha SRT",9
2019,9,"Bradl, Stefan","Repsol Honda Team",10
2019,9,"Rabat, Tito","Reale Avintia Racing",11
2019,9,"Espargaro, Pol","Red Bull KTM Factory Racing",12
2019,9,"Iannone, Andrea","Aprilia Racing Team Gresini",13
2019,9,"Nakagami, Takaaki","LCR Honda IDEMITSU",14
2019,9,"Abraham, Karel","Reale Avintia Racing",15
2019,9,"Syahrin, Hafizh","Red Bull KTM Tech 3",16
2019,9,"Bagnaia, Francesco","Pramac Racing",17
2019,9,"Oliveira, Miguel","Red Bull KTM Tech 3",18
2019,10,"Marquez, Marc","Repsol Honda Team",1
2019,10,"Dovizioso, Andrea","Ducati Team",2
2019,10,"Miller, Jack","Pramac Racing",3
2019,10,"Rins, Alex","Team SUZUKI ECSTAR",4
2019,10,"Crutchlow, Cal","LCR Honda CASTROL",5
2019,10,"Rossi, Valentino","Monster Energy Yamaha MotoGP",6
2019,10,"Quartararo, Fabio","Petronas Yamaha SRT",7
2019,10,"Petrucci, Danilo","Ducati Team",8
2019,10,"Nakagami, Takaaki","LCR Honda IDEMITSU",9
2019,10,"Viñales, Maverick","Monster Energy Yamaha MotoGP",10
2019,10,"Espargaro, Pol","Red Bull KTM Factory Racing",11
2019,10,"Bagnaia, Francesco","Pramac Racing",12
2019,10,"Oliveira, Miguel","Red Bull KTM Tech 3",13
2019,10,"Zarco, Johann","Red Bull KTM Factory Racing",14
2019,10,"Bradl, Stefan","Repsol Honda Team",15
2019,10,"Rabat, Tito","Reale Avintia Racing",16
2019,10,"Iannone, Andrea","Aprilia Racing Team Gresini",17
2019,10,"Espargaro, Aleix","Aprilia Racing Team Gresini",18
2019,10,"Abraham, Karel","Reale Avintia Racing",19
2019,10,"Guintoli, Sylvain","Team SUZUKI ECSTAR",20
2019,11,"Dovizioso, Andrea","Ducati Team",1
2019,11,"Marquez, Marc","Repsol Honda Team",2
2019,11,"Quartararo, Fabio","Petronas Yamaha SRT",3
2019,11,"Rossi, Valentino","Monster Energy Yamaha MotoGP",4
2019,11,"Viñales, Maverick","Monster Energy Yamaha MotoGP",5
2019,11,"Rins, Alex","Team SUZUKI ECSTAR",6
2019,11,"Bagnaia, Francesco","Pramac Racing",7
2019,11,"Oliveira, Miguel","Red Bull KTM Tech 3",8
2019,11,"Petrucci, Danilo","Ducati Team",9
2019,11,"Morbidelli, Franco","Petronas Yamaha SRT",10
2019,11,"Nakagami, Takaaki","LCR Honda IDEMITSU",11
2019,11,"Zarco, Johann","Red Bull KTM Factory Racing",12
2019,11,"Bradl, Stefan","Repsol Honda Team",13
2019,11,"Espargaro, Aleix","Aprilia Racing Team Gresini",14
2019,11,"Abraham, Karel","Reale Avintia Racing",15
2019,11,"Iannone, Andrea","Aprilia Racing Team Gresini",16
2019,12,"Rins, Alex","Team SUZUKI ECSTAR",1
2019,12,"Marquez, Marc","Repsol Honda Team",2
2019,12,"Viñales, Maverick","Monster Energy Yamaha MotoGP",3
2019,12,"Rossi, Valentino","Monster Energy Yamaha MotoGP",4
2019,12,"Morbidelli, Franco","Petronas Yamaha SRT",5
2019,12,"Crutchlow, Cal","LCR Honda CASTROL",6
2019,12,"Petrucci, Danilo","Ducati Team",7
2019,12,"Miller, Jack","Pramac Racing",8
2019,12,"Espargaro, Pol","Red Bull KTM Factory Racing",9
2019,12,"Iannone, Andrea","Aprilia Racing Team Gresini",10
2019,12,"Bagnaia, Francesco","Pramac Racing",11
2019,12,"Guintoli, Sylvain","Team SUZUKI ECSTAR",12
2019,12,"Syahrin, Hafizh","Red Bull KTM Tech 3",13
2019,12,"Lorenzo, Jorge","Repsol Honda Team",14
2019,12,"Abraham, Karel","Reale Avintia Racing",15
2019,12,"Rabat, Tito","Reale Avintia Racing",16
2019,12,"Nakagami, Takaaki","LCR Honda IDEMITSU",17
2019,12,"Quartararo, Fabio","Petronas Yamaha SRT",-4
2019,12,"Dovizioso, Andrea","Ducati Team",-4
2019,13,"Marquez, Marc","Repsol Honda Team",1
2019,13,"Quartararo, Fabio","Petronas Yamaha SRT",2
2019,13,"Viñales, Maverick","Monster Energy Yamaha MotoGP",3
2019,13,"Rossi, Valentino","Monster Energy Yamaha MotoGP",4
2019,13,"Morbidelli, Franco","Petronas Yamaha SRT",5
2019,13,"Dovizioso, Andrea","Ducati Team",6
2019,13,"Espargaro, Pol","Red Bull KTM Factory Racing",7
2019,13,"Mir, Joan","Team SUZUKI ECSTAR",8
2019,13,"Miller, Jack","Pramac Racing",9
2019,13,"Petrucci, Danilo","Ducati Team",10
2019,13,"Zarco, Johann","Red Bull KTM Factory Racing",11
2019,13,"Espargaro, Aleix","Aprilia Racing Team Gresini",12
2019,13,"Rabat, Tito","Reale Avintia Racing",13
2019,13,"Lorenzo, Jorge","Repsol Honda Team",14
2019,13,"Syahrin, Hafizh","Red Bull KTM Tech 3",15
2019,13,"Oliveira, Miguel","Red Bull KTM Tech 3",16
2019,13,"Abraham, Karel","Reale Avintia Racing",17
2019,13,"Nakagami, Takaaki","LCR Honda IDEMITSU",18
2019,14,"Marquez, Marc","Repsol Honda Team",1
2019,14,"Dovizioso, Andrea","Ducati Team",2
2019,14,"Miller, Jack","Pramac Racing",3
2019,14,"Viñales, Maverick","Monster Energy Yamaha MotoGP",4
2019,14,"Quartararo, Fabio","Petronas Yamaha SRT",5
2019,14,"Crutchlow, Cal","LCR Honda CASTROL",6
2019,14,"Espargaro, Aleix","Aprilia Racing Team Gresini",7
2019,14,"Rossi, Valentino","Monster Energy Yamaha MotoGP",8
2019,14,"Rins, Alex","Team SUZUKI ECSTAR",9
2019,14,"Nakagami, Takaaki","LCR Honda IDEMITSU",10
2019,14,"Iannone, Andrea","Aprilia Racing Team Gresini",11
2019,14,"Petrucci, Danilo","Ducati Team",12
2019,14,"Oliveira, Miguel","Red Bull KTM Tech 3",13
2019,14,"Mir, Joan","Team SUZUKI ECSTAR",14
2019,14,"Rabat, Tito","Reale Avintia Racing",15
2019,14,"Bagnaia, Francesco","Pramac Racing",16
2019,14,"Kallio, Mika","Red Bull KTM Factory Racing",17
2019,14,"Abraham, Karel","Reale Avintia Racing",18
2019,14,"Smith, Bradley","Aprilia Racing Team",19
2019,14,"Lorenzo, Jorge","Repsol Honda Team",20
2019,14,"Syahrin, Hafizh","Red Bull KTM Tech 3",21
2019,14,"Morbidelli, Franco","Petronas Yamaha SRT",-4
2019,15,"Marquez, Marc","Repsol Honda Team",1
2019,15,"Quartararo, Fabio","Petronas Yamaha SRT",2
2019,15,"Viñales, Maverick","Monster Energy Yamaha MotoGP",3
2019,15,"Dovizioso, Andrea","Ducati Team",4
2019,15,"Rins, Alex","Team SUZUKI ECSTAR",5
2019,15,"Morbidelli, Franco","Petronas Yamaha SRT",6
2019,15,"Mir, Joan","Team SUZUKI ECSTAR",7
2019,15,"Rossi, Valentino","Monster Energy Yamaha MotoGP",8
2019,15,"Petrucci, Danilo","Ducati Team",9
2019,15,"Nakagami, Takaaki","LCR Honda IDEMITSU",10
2019,15,"Bagnaia, Francesco","Pramac Racing",11
2019,15,"Crutchlow, Cal","LCR Honda CASTROL",12
2019,15,"Espargaro, Pol","Red Bull KTM Factory Racing",13
2019,15,"Miller, Jack","Pramac Racing",14
2019,15,"Iannone, Andrea","Aprilia Racing Team Gresini",15
2019,15,"Oliveira, Miguel","Red Bull KTM Tech 3",16
2019,15,"Rabat, Tito","Reale Avintia Racing",17
2019,15,"Lorenzo, Jorge","Repsol Honda Team",18
2019,15,"Abraham, Karel","Reale Avintia Racing",19
2019,15,"Syahrin, Hafizh","Red Bull KTM Tech 3",20
2019,16,"Marquez, Marc","Repsol Honda Team",1
2019,16,"Quartararo, Fabio","Petronas Yamaha SRT",2
2019,16,"Dovizioso, Andrea","Ducati Team",3
2019,16,"Viñales, Maverick","Monster Energy Yamaha MotoGP",4
2019,16,"Crutchlow, Cal","LCR Honda CASTROL",5
2019,16,"Morbidelli, Franco","Petronas Yamaha SRT",6
2019,16,"Rins, Alex","Team SUZUKI ECSTAR",7
2019,16,"Mir, Joan","Team SUZUKI ECSTAR",8
2019,16,"Petrucci, Danilo","Ducati Team",9
2019,16,"Miller, Jack","Pramac Racing",10
2019,16,"Espargaro, Pol","Red Bull KTM Factory Racing",11
2019,16,"Oliveira, Miguel","Red Bull KTM Tech 3",12
2019,16,"Bagnaia, Francesco","Pramac Racing",13
